,,exret_mkt,FF_SMB,FF_HML,FF_RMW,FF_CMA,RF,FF_MOM,PR1,PR2,PR3,PR4,PR5,PR6,PR7,PR8,PR9,PR10,PR11,PR12,PR13,PR14,PR15,PR16,PR17,PR18,PR19,PR20,PR21,PR22,PR23,PR24,PR25,PRgrowth,PRvalue,Prsmall,Prlarge
15/02/1999,199902,-4.08,-5.13,1.4,-1.7,4.09,0.35,-0.16,-7.6178,-7.6401,-6.534,-5.2869,-5.858,-9.2691,-9.8332,-6.3737,-8.3368,-10.5849,-9.133,-9.0542,-5.3454,-7.4752,-4.8375,-5.3999,-3.5218,-2.9783,-3.9478,-2.1079,-4.7507,-1.9972,1.889,-1.3284,-2.7667,-4.74,-4.24,   -5.25,   -3.39
15/03/1999,199903,3.45,-4.22,-2.64,-3.93,-1.38,0.43,-1.29,-3.1993,-6.2783,-1.7999,-3.4351,-3.1932,0.5768,-0.1063,0.8499,-0.6404,-2.9721,4.0398,3.4778,2.6772,-2.1636,-0.4484,3.2898,4.0809,1.4039,0.4555,-0.3031,4.8119,1.5801,5.8422,4.2567,1.6034,5.33,2.39,   -3.70,    3.94
15/04/1999,199904,4.33,4.77,2.51,-1.79,0.92,0.37,-9.06,7.7722,8.6931,12.446,10.4038,9.1551,10.8665,9.3828,7.5589,8.0962,8.413,7.5753,13.1384,10.4402,8.2252,9.8181,7.0189,10.1815,9.5093,9.9188,10.9755,-0.3665,9.1111,7.629,7.8022,4.8995,-0.52,4.96,    8.14,    2.96
15/05/1999,199905,-2.46,3.76,2.4,1.04,3.34,0.34,-5.28,1.8335,4.3028,0.3769,3.2998,4.6271,1.4275,0.4869,2.2617,4.6012,4.1371,-0.2349,-0.5889,1.1515,2.4979,2.5954,3.0294,-0.4744,1.307,2.5345,0.0461,-3.7479,-0.2216,-1.9357,-0.0445,-1.2848,-3.3,1.76,    3.17,   -2.64
15/06/1999,199906,4.77,2.25,-3.59,1.31,-3.39,0.4,4.89,6.5626,8.3272,8.3309,6.0786,5.988,8.1457,7.5116,7.3437,4.6861,6.5177,4.6195,4.3091,2.7954,2.8112,4.9762,7.7665,8.7655,2.6565,2.3939,4.1326,6.7441,4.9739,2.3753,0.0754,-0.6389,6.85,3.42,    3.82,    5.43
15/07/1999,199907,-3.47,2.49,-0.77,0.37,3.09,0.38,1.52,0.8016,2.4445,1.0778,1.2711,1.8288,-2.3541,-0.3614,-1.3736,-1.9786,-3.9087,-3.0795,-2.1047,-1.7487,-1.8599,-0.8458,-2.5338,-2.5171,0.1076,-1.4156,-1.8193,-3.0075,-3.6792,-4.8162,-2.7838,-7.6595,-3.31,-2.53,    2.28,   -3.35
15/08/1999,199908,-1.38,-1.92,-1.31,-0.12,0.32,0.39,2.92,-3.2874,-1.2704,-2.8323,-1.6484,-3.3573,-3.203,-3.9441,-4.1651,-3.3406,-4.1707,-2.2768,-5.5935,-3.8441,-3.2656,-0.978,-1.839,-4.4669,-2.5099,-2.3847,-6.2368,0.8006,-3.6399,-2.0155,-4.4637,2.5266,1.99,-4.24,   -2.88,   -0.19
15/09/1999,199909,-2.81,2.56,-3.39,-0.71,-1.03,0.39,6.44,1.8648,-0.2513,-1.2012,-2.6246,-3.8946,0.3909,1.0344,-0.8372,-2.2931,-1.4071,3.1613,1.2479,-3.3622,-2.8062,-2.7942,1.8941,-3.7144,-3.6235,-4.8147,-1.5239,-1.939,-3.1993,-6.8968,-8.9906,-7.6382,-1.64,-1.9,   -2.45,   -2.58
15/10/1999,199910,6.13,-7.13,-2.88,-1.94,-1.27,0.39,5.48,-0.268,1.3518,-2.3271,-0.4309,-2.708,2.9025,-0.6504,-0.7652,-1.5074,-5.23,2.7084,0.5056,-0.9076,-1.1183,-0.3181,8.2604,1.2316,2.4764,2.8276,4.9102,6.4856,10.4217,7.188,3.0698,7.3694,7.02,1.05,   -0.51,    7.04
15/11/1999,199911,3.37,5.92,-6.5,-3.83,-1.56,0.36,5.62,19.9389,11.3801,10.4851,7.1093,6.7221,12.3893,7.8837,5.3386,2.952,3.2851,11.7909,7.1176,-1.4986,-0.656,0.968,11.5845,-1.2156,-1.1581,0.1176,2.9344,4.5609,-0.8503,-4.0647,-5.8114,0.3072,4.68,2.47,   12.21,    2.56
15/12/1999,199912,7.72,5.55,-8.67,-7.42,-5.16,0.44,13.19,24.8492,25.5744,7.8847,11.9942,7.6702,17.4653,11.9121,4.7332,3.8643,6.6951,15.9846,9.3534,-0.0235,4.0422,3.6092,21.2152,3.3231,0.7922,6.7216,4.7012,8.2042,1.8854,1.7527,-0.0446,-0.1332,10.21,4.69,   12.90,    6.12
15/01/2000,200001,-4.74,4.12,-0.31,-5.94,4.68,0.41,1.86,9.9424,5.4182,4.8119,3.51,5.0479,0.4139,-2.175,-2.1809,0.5912,-2.8911,-3.3819,-4.8667,-1.7804,-3.7162,-6.811,-3.8982,-3.0533,-3.1213,-4.6854,-10.9026,-5.0343,-3.2124,-5.7165,-7.2367,-1.6292,-5.5,-1.53,   10.60,   -4.72
15/02/2000,200002,2.45,18.38,-9.93,-17.99,-0.51,0.43,18.36,38.9062,41.0516,21.8625,25.4004,14.7865,28.1757,17.6221,6.7396,7.6123,14.5348,24.6065,10.023,1.8461,-0.5754,-0.5327,26.2219,-0.0963,-1.3348,2.5794,-5.3577,0.5422,-5.3134,-10.0009,-10.1914,-8.2629,3.02,3.46,   29.54,   -2.60
15/03/2000,200003,5.2,-14.94,7.37,11.55,-1.06,0.47,-6.39,-13.3536,-19.902,-8.6477,-6.4277,-3.0342,-13.4493,-4.7032,-1.8837,-0.1241,-1.5459,-14.9907,4.1432,10.52,6.8049,11.9225,-3.28,13.4028,14.0104,10.2395,13.1038,9.2568,11.4684,9.7693,16.0942,15.6473,7.7,7.18,  -10.36,   10.64
15/04/2000,200004,-6.4,-5.65,8.6,6.8,5.24,0.46,-8.58,-23.5989,-17.7223,-9.7302,-11.3469,-9.755,-12.4397,-8.4027,-4.239,-2.78,-2.6199,-9.8816,0.362,-2.9187,3.9148,0.1323,-7.4438,-2.3261,3.6734,-0.0932,2.0394,-4.4725,-3.3356,3.2869,2.7037,6.6697,-5.53,-5.8,  -18.19,   -3.44
15/05/2000,200005,-4.42,-3.7,2.56,4.08,0.73,0.5,-9.08,-13.9803,-9.68,-4.76,-8.0351,-6.7169,-10.2053,-4.8943,-5.947,-7.5208,-0.9005,-4.9322,-3.5574,-1.0858,-0.4146,2.4644,-7.7604,1.2174,-1.8499,0.0572,0.1358,-3.7172,0.1409,4.2558,0.4599,-4.7119,-3.86,-0.44,  -10.39,   -2.57
15/06/2000,200006,4.64,10.29,-9.86,-7.22,-3.06,0.4,16.6,29.941,27.0061,17.3776,18.3196,10.6667,14.0875,10.9986,3.9755,4.8658,9.3166,15.3067,1.5408,0.3881,-0.9824,2.4135,10.962,2.802,-3.4015,-3.2936,-4.418,5.8573,-4.2139,-7.5305,-8.547,-7.7357,8.58,3.02,   18.53,    2.72
15/07/2000,200007,-2.51,-1,8.14,5.45,3,0.48,-0.11,-8.6569,-1.2244,0.7547,1.2628,1.3722,-7.6883,-1.0409,1.6073,0.9076,2.1604,-10.3197,-0.7341,3.1866,4.0126,8.3669,-7.0811,-1.2369,2.9974,3.3529,1.2843,-2.9641,0.1256,5.7327,8.2825,1.1313,-4.98,-0.13,   -1.90,   -1.90
15/08/2000,200008,7.03,-1.1,-0.68,-3.05,0.61,0.5,5.71,9.2427,8.5852,3.9515,5.5087,5.1261,8.0323,3.7308,5.0302,6.1396,7.0064,8.7265,9.4063,6.8879,6.5999,7.7099,13.6081,6.6732,5.1142,7.5583,5.4526,7.4373,7.4049,10.173,1.8782,12.8571,8.26,5.23,    3.83,    7.27
15/09/2000,200009,-5.45,0.22,6.24,3.37,6.38,0.51,2.18,-10.3294,-0.9463,-3.771,-0.1146,-0.8642,-4.6506,-2.9449,0.1777,-1.2018,-2.2319,-10.3395,-2.6361,0.6181,2.6816,-1.1747,-9.4227,-0.1811,-0.8958,2.6549,-3.1432,-6.0674,-2.7001,4.3584,6.7978,-3.8128,-8.25,-2.36,   -3.31,   -5.47
15/10/2000,200010,-2.76,-2.81,5.52,9.55,4.7,0.56,-4.63,-11.9783,-10.5066,-2.4478,-5.8901,-4.1986,-9.1108,-0.7884,-0.9801,0.1337,-1.8035,-10.4931,-1.4666,-1.3953,0.4934,2.7924,-5.5775,1.8422,2.9075,-1.8598,4.1968,-2.1609,1.8555,-3.9877,4.1607,0.1889,-3.96,2.8,   -7.31,   -1.64
15/11/2000,200011,-10.72,-0.47,11.3,12.82,8.51,0.51,-2.41,-20.8919,-12.47,-6.6744,-4.3206,-4.4848,-18.0639,-6.1976,-2.9189,-4.1901,-3.7538,-19.9849,-7.0867,-5.7828,0.6274,1.8593,-18.5873,-0.4591,0.3545,2.1407,-1.0361,-10.6093,-5.6545,-5.0092,-1.795,-5.8513,-13.11,-3.52,   -9.19,   -9.72
15/12/2000,200012,1.19,3.25,7.33,1.89,5.72,0.5,6.7,-9.6698,1.3999,0.158,3.7002,2.7254,-0.3089,7.7337,12.5186,10.263,12.0566,2.8996,13.514,11.243,13.613,9.9395,4.6031,9.4741,10.679,11.5583,15.9576,-1.3152,8.1697,7.3414,7.2623,1.0604,-2.79,5.84,   -2.39,   -0.19
15/01/2001,200101,3.13,5.75,-4.9,-4.89,-6.54,0.54,-25.06,26.9775,17.2034,14.0417,11.827,13.0909,15.0177,8.17,4.3063,5.5149,5.6743,12.8112,2.8043,-0.2723,-1.6528,3.3065,7.0785,0.9869,-0.354,-2.757,3.2854,3.265,3.0006,3.7874,-1.135,2.8983,4.69,7.89,   17.76,    3.23
15/02/2001,200102,-10.05,2.66,12.9,9.13,9.58,0.38,12.51,-13.729,-9.1967,-1.802,0.4611,-0.2341,-13.814,-2.4039,-1.3703,-2.001,2.3399,-17.333,-3.827,-0.404,1.2189,0.6291,-14.8992,-2.4827,0.2567,0.5788,0.6832,-11.9841,-2.8814,-0.707,2.8486,3.1302,-14.78,2.23,   -3.23,  -10.54
15/03/2001,200103,-7.26,2.32,6.45,3.34,3.95,0.42,8.35,-12.2074,-1.1609,-1.1813,-0.1136,-1.8203,-5.63,-0.5614,-2.5608,-1.2362,-1.2278,-11.6543,-4.4784,-3.4002,-3.674,0.724,-11.3448,-3.1045,-2.0543,-0.5266,-1.5636,-8.5223,-2.4231,-0.3606,-1.1822,-2.9725,-10.69,-1.41,   -1.13,   -7.40
15/04/2001,200104,7.94,-0.65,-4.69,-3.06,-3.97,0.39,-7.97,8.9106,7.024,2.515,4.929,5.0678,11.2406,4.9633,6.9937,4.3564,5.4459,11.3736,8.9541,5.8641,4.7312,6.0911,16.0183,7.7229,4.8749,8.1267,8.0941,9.1111,4.8572,3.6199,2.7077,6.6172,11.13,7.15,    2.87,    8.00
15/05/2001,200105,0.72,3.6,3.14,0.46,2.19,0.32,2.12,12.9434,11.2978,9.2647,11.3782,10.5628,2.4357,3.9687,2.2184,4.9124,4.3258,4.9001,0.2123,3.1944,0.6685,1.6707,3.476,3.7894,3.1321,1.0869,4.4502,0.031,1.7423,3.0613,0.9906,4.94,-0.32,5.38,    8.92,    0.22
15/06/2001,200106,-1.94,6.6,-1.06,1.71,-1.8,0.28,0.35,2.3956,2.8897,4.9331,3.1064,0.1427,6.5676,9.6035,7.1378,6.3556,4.1618,4.9141,-1.0181,1.1383,0.2949,0.7651,3.6344,-1.2331,-1.1615,-3.4624,3.1936,-2.2216,-3.8585,-0.1929,-2.3251,1.9424,-1.65,0.6,    2.03,   -2.44
15/07/2001,200107,-2.13,-2.95,5.58,7.03,3,0.3,5.47,-9.3461,-7.6425,-2.3472,0.1978,-0.335,-10.2434,-7.4938,-6.5949,-3.0845,-3.465,-9.2165,-4.3159,-2.9337,-0.7316,2.0462,-5.0706,-1.1562,1.0237,1.9481,-0.7068,-1.6248,-0.3686,-2.1262,-2.2045,5.4028,-1.88,-0.58,   -0.76,   -0.91
15/08/2001,200108,-6.46,2.71,2.5,4.09,6.5,0.31,5.54,-8.2687,-5.2614,-3.4015,-1.2683,-1.0764,-10.0589,-4.3228,-2.4583,-1.5038,-1.1907,-7.3447,-3.2079,-3.0659,-0.9083,-1.4216,-7.1721,-4.1457,-3.2219,-1.5992,-10.4636,-7.2597,-4.1758,-3.0792,-8.3521,-8.5045,-7.17,-4.8,   -3.11,   -6.77
15/09/2001,200109,-9.25,-5.72,1.6,5.24,3.28,0.28,11.53,-15.9488,-15.1455,-10.1189,-9.3346,-13.7656,-18.684,-15.5503,-12.1375,-15.3533,-16.6687,-15.563,-13.0888,-12.1599,-12.4029,-19.1889,-16.6338,-13.0974,-9.6599,-13.8222,-17.5199,-7.4383,-8.814,-7.1874,-11.1503,-2.2527,-7.51,-16.51,  -11.06,   -7.11
15/10/2001,200110,2.46,5.4,-8.1,-2.82,-4.6,0.22,-8.41,9.0966,7.3809,6.8849,4.2216,4.7666,11.8496,8.7197,5.0372,2.4868,4.1185,13.5057,6.4337,4.266,3.9728,9.7766,8.5269,3.5492,0.8314,3.9271,2.2004,3.4691,-0.4557,-1.7388,1.4097,-13.2389,4.34,3.97,    6.68,    1.70
15/11/2001,200111,7.54,-0.27,2,-3.53,-1.66,0.17,-8.58,7.1066,10.3751,4.5097,6.2861,6.794,10.5063,8.4252,5.809,10.2711,11.5111,9.9388,6.4747,7.2245,8.8155,12.7949,10.5831,9.2027,6.4991,10.3892,10.1413,7.904,6.1179,5.2866,10.862,12.8382,8.39,10.44,    5.74,    7.77
15/12/2001,200112,1.61,5.14,1.1,0.24,-0.32,0.15,-0.02,12.5069,7.1346,5.8655,5.6997,7.2328,8.301,5.7425,7.013,7.8888,7.5931,5.068,6.2327,6.8097,5.656,7.4257,3.6899,4.6155,6.0029,5.1922,4.3228,0.0237,2.7927,3.515,-1.2443,1.4929,-0.53,6.19,    6.69,    0.40
15/01/2002,200201,-1.44,1.2,3.33,4.42,2.84,0.14,3.69,-7.9709,-1.0329,2.6309,3.3528,5.0982,-6.5248,-2.3745,0.3921,0.935,1.4215,-4.7863,-1.4077,-1.1775,1.9217,3.8636,-3.7731,0.0319,1.6971,2.7276,-4.0793,-0.7345,-2.2703,-1.2506,-1.0043,-6.6355,-1.41,-0.99,    4.56,   -1.80
15/02/2002,200202,-2.29,-0.46,2.5,7.71,5.14,0.13,6.76,-10.3069,-5.8659,-3.7031,-1.4138,-3.4017,-9.7296,-5.961,-0.5275,1.4023,-0.3768,-7.1242,-0.851,-0.2464,0.0637,3.8678,-4.1335,1.1784,1.2964,-2.4589,3.5143,-2.7102,0.7539,-0.2308,-1.3286,-10.2423,-2.51,-4.23,   -3.91,   -2.28
15/03/2002,200203,4.24,4.23,1.11,-1.93,0.58,0.13,-1.67,5.902,7.7484,7.8479,8.0346,9.8896,8.6759,9.0482,7.6962,7.7805,12.4395,8.3868,6.8668,7.2075,7.3256,9.4125,6.805,6.7834,5.8688,5.076,7.7103,3.0511,5.6833,4.1252,6.4009,2.9457,2.47,10.44,    7.86,    3.32
15/04/2002,200204,-5.2,6.67,3.93,4.21,5.39,0.15,7.96,-9.4796,0.2879,2.3702,3.4256,5.4969,-4.9043,0.5643,3.587,4.4076,4.5534,-5.0038,1.3284,1.4505,1.1003,-0.3521,-3.3716,1.0567,-0.7811,-0.974,-0.5279,-7.8846,-3.8958,0.6307,-1.8273,-16.5455,-8.09,3.03,    1.96,   -7.20
15/05/2002,200205,-1.38,-3.06,1.69,2.43,2.41,0.14,2.97,-7.2214,-5.4652,-2.3851,0.9685,0.1944,-7.4745,-5.6392,-4.0669,-3.1342,-6.2014,-5.7148,-3.1752,-3.6181,-2.3255,-3.5242,-3.2601,-0.2994,-0.2724,-1.6209,1.1646,-1.4268,0.3312,0.1427,2.6425,-6.0144,-2.27,-1.36,    1.78,   -0.72
15/06/2002,200206,-7.21,3.85,0.13,3.84,2.54,0.13,6.15,-9.1292,-6.144,-0.7773,0.4685,-1.0511,-8.0368,-5.4945,-1.4969,-1.4435,-3.4527,-7.4693,-7.4155,-5.5529,-4.425,-7.2494,-9.5331,-7.3787,-6.7488,-5.4684,-10.0458,-7.579,-4.6651,-5.6695,-10.7337,-14.0749,-8.56,-5.08,   -4.05,   -7.58
15/07/2002,200207,-8.18,-6.27,-3.41,3.84,-0.73,0.15,3.34,-19.3589,-15.6697,-14.1806,-11.3879,-12.1466,-16.2207,-16.7483,-14.0182,-15.6084,-19.2522,-8.4828,-10.1355,-11.4766,-13.3366,-15.8225,-10.7409,-8.257,-10.5294,-11.0624,-18.4433,-5.1795,-10.062,-7.6327,-9.9409,-14.3171,-4.83,-17.04,  -11.34,   -6.45
15/08/2002,200208,0.5,-1.25,2.49,1.29,-1.61,0.14,1.77,0.7853,-1.7997,-2.732,-0.3385,-2.1003,0.2038,0.8488,-0.5275,0.9729,-0.7562,0.2678,-0.1153,2.5287,2.1393,3.9952,-1.0155,-0.2214,1.3565,0.1756,5.1122,0.2196,0.1301,1.4978,4.1415,7.9068,0.33,3.44,   -0.51,    0.84
15/09/2002,200209,-10.35,3.08,1.31,3.19,-2.29,0.14,9.09,-10.9257,-7.8229,-7.9987,-6.7404,-6.8466,-8.0191,-6.7321,-5.8059,-8.385,-7.8177,-7.9202,-8.479,-9.2739,-7.177,-10.1227,-8.5565,-8.9482,-12.6596,-11.5405,-21.8125,-10.9961,-11.4485,-8.3629,-8.6523,-8.8729,-9.68,-14.33,   -8.00,  -10.87
15/10/2002,200210,7.84,-4.08,-5.46,-2.95,0.92,0.14,-5.3,5.7349,4.8452,3.371,1.4515,1.2914,9.9002,3.0423,3.8717,2.1306,-2.2431,6.5884,3.202,6.0249,3.0018,-0.594,6.8216,5.7845,3.0729,4.1949,3.2292,9.6387,10.7945,3.3654,6.7784,9.3592,10.26,5.44,    3.28,    9.38
15/11/2002,200211,5.96,2.91,-1.15,-9.15,5.16,0.12,-16.17,17.903,12.453,10.5082,7.9424,9.3667,13.1562,10.4032,7.9747,5.9997,6.0077,9.7699,7.6871,6.2155,6.2881,11.045,9.6226,7.2255,9.5638,8.6306,15.5161,4.6688,6.2453,4.8721,6.8492,7.2204,4.94,9.99,   11.38,    5.30
15/12/2002,200212,-5.76,0.48,2.25,6.06,-1.61,0.11,9.65,-10.0229,-5.8531,-5.4932,-1.7862,-2.3744,-10.2494,-6.9562,-4.7302,-3.2011,-3.3971,-7.5011,-4.4117,-2.8174,-3.9316,-5.9605,-7.198,-4.9502,-3.4805,-4.4461,-1.8456,-6.3155,-5.9406,-3.1304,-4.7013,-8.4045,-6.87,-2.03,   -3.86,   -6.23
15/01/2003,200301,-2.57,0.81,-0.93,-0.67,0.81,0.1,1.62,-0.2997,-0.6219,-1.7798,-0.506,0.2268,-3.5548,-3.1399,-2.6821,-2.0862,-3.2029,-1.6671,-3.798,-3.2124,-4.033,-3.8166,-1.3619,-3.1022,0.007,-2.9972,-6.4714,-2.8004,-2.7657,-1.6056,-5.1067,-4.743,-2.73,-3.37,    2.02,   -2.99
15/02/2003,200302,-1.88,-0.92,-1.46,0.72,-0.54,0.09,1.25,-6.4507,-2.8193,-2.1644,-1.4269,-2.3393,-2.6636,-1.7927,-2.1851,-2.7437,-6.6572,-4.1669,-0.9109,-2.1988,-3.7594,-3.0832,-3.0798,-1.6608,-2.0816,-1.2464,-6.8624,-0.5328,-3.8529,-2.8716,-3.8423,-5.3043,-0.28,-5.98,   -1.15,   -1.98
15/03/2003,200303,1.09,0.52,-2.09,1.49,-0.69,0.1,1.61,1.8538,1.6902,0.5294,1.7257,-0.164,2.6129,0.5174,0.4357,1.8242,-0.9529,3.2242,0.7127,-0.0687,-0.3849,0.9505,1.3266,-0.6901,0.9052,1.4381,-4.2969,1.9726,0.1777,1.0653,-0.9491,-3.385,3.28,0.57,    1.74,    1.17
15/04/2003,200304,8.22,1.03,1.03,-4.89,1.15,0.1,-9.46,12.3742,11.1907,7.9897,7.2073,9.6408,10.296,9.6451,9.0754,9.6636,9.4,8.8005,8.3801,9.7395,12.0672,10.6261,8.9099,7.4263,10.5779,7.6115,8.7275,7.1768,9.5864,8.4025,10.6574,13.3856,6.95,7.8,    9.35,    8.47
15/05/2003,200305,6.05,4.84,-0.3,-6.78,3.22,0.09,-10.77,20.5603,14.7345,11.8122,9.9638,11.1742,12.9095,10.3399,11.1187,9.3984,9.8087,8.7648,8.6645,9.2183,10.116,8.293,10.2647,9.9516,8.9426,9.7126,9.3329,4.2807,6.5038,6.453,6.571,7.3541,3.01,11.35,   13.76,    4.44
15/06/2003,200306,1.42,1.66,0.66,0.51,-0.32,0.1,-1.06,6.542,4.3056,4.8958,3.8095,5.9214,1.8931,0.3812,1.1598,2.5008,4.0842,2.6212,1.9013,0.1523,0.882,3.8797,1.3005,0.6823,-0.1401,-0.6935,8.0957,0.9689,2.0802,2.5832,-0.9499,3.2236,1.33,7.28,    5.38,    1.48
15/07/2003,200307,2.35,4.77,-1.15,-4.14,1.89,0.07,-0.31,9.0427,7.8077,8.4781,9.2763,7.5361,8.0176,5.7477,6.1202,6.3732,7.6362,7.7162,4.7858,1.6683,4.0643,2.995,3.8031,4.1281,3.1075,6.0373,1.2671,1.2281,3.8397,1.2405,-1.3978,2.8464,0.62,3.13,    9.04,    1.57
15/08/2003,200308,2.34,2.59,2.03,-2.42,2.19,0.07,-0.56,4.5395,4.897,3.9593,4.5168,7.1888,4.4006,3.0488,5.2816,5.2029,6.2878,4.1465,3.9443,4.271,8.6807,7.6944,5.0977,3.7834,4.0448,5.0053,9.5859,1.9451,0.8381,1.0442,2.0792,4.033,0.83,7.39,    5.19,    1.29
15/09/2003,200309,-1.24,0.48,0.02,1.13,0.28,0.08,-0.19,3.3216,0.199,0.2473,2.336,4.7159,-2.3116,-2.2262,-2.4164,-4.3916,-1.1714,-1.9462,-2.8578,-1.9342,-1.7653,-0.4745,-1.7834,-2.2427,-0.9927,-1.0703,0.2092,-0.6462,-1.2809,-1.0027,-3.391,-3.6299,-0.06,1.92,    4.50,   -0.98
15/10/2003,200310,6.08,2.68,1.76,-1.23,1.58,0.07,3.73,5.9522,8.9044,7.4736,10.9178,11.3374,9.4184,7.4758,6.7473,10.4946,10.9795,9.1506,6.3421,6.4925,10.2498,11.989,7.7692,8.6692,8.5128,9.3755,8.1687,4.0103,7.522,8.2701,5.6253,4.5567,3.52,9.85,    9.46,    5.13
15/11/2003,200311,1.35,2.19,1.86,0.18,1.69,0.07,1.62,2.6655,3.4174,4.947,3.6168,6.9356,2.6162,3.4752,2.9737,4.028,3.6871,3.6977,3.0812,1.9229,5.4905,3.0991,1.2885,2.9931,3.6386,3.4275,3.8742,0.8815,0.442,1.0525,0.5637,4.8633,0.72,6.01,    4.93,    0.66
15/12/2003,200312,4.29,-2.71,2.42,-0.26,1,0.08,-5.71,0.3072,2.6496,2.951,1.4473,4.3505,1.3666,2.6451,2.4825,2.3417,3.5316,-0.5522,2.6398,4.1441,1.8528,8.3219,0.8617,3.2753,2.5665,5.0948,2.8161,4.602,5.0768,4.8788,7.4261,6.4486,3.86,5.37,    2.75,    5.36
15/01/2004,200401,2.15,2.55,1.97,-3.69,3.34,0.07,2.6,5.9371,6.3131,5.4871,6.3019,8.3273,3.3305,3.8184,3.1809,4.1562,7.3136,3.2126,2.0089,1.7986,3.4212,6.3,1.7062,1.4873,4.4753,2.6691,4.7842,1.4533,1.4384,2.9621,1.3093,3.8214,1.27,6.94,    8.38,    1.57
15/02/2004,200402,1.4,-0.89,0.49,2.48,-1.35,0.06,-1.09,0.5464,0.1472,-0.0117,0.9958,0.0344,1.1337,1.9337,0.9442,-0.3434,0.3001,-0.0775,2.6501,3.7905,1.8559,0.5522,2.3508,2.042,2.2832,3.4836,0.7357,1.0486,2.199,1.2535,1.8875,4.2227,1.8,-0.1,    0.34,    1.30
15/03/2004,200403,-1.32,2.13,0.21,1.76,-1.04,0.09,0.21,-1.54,-0.5236,-0.7561,0.5291,-0.8491,2.3731,1.8218,-0.7372,1.5079,1.5005,1.6599,0.6745,0.1757,0.2771,0.8824,0.4091,-0.7933,1.0905,-1.0553,-1.1705,-2.3017,-0.7762,-1.6678,0.2981,-1.3178,-1.66,-1.08,   -0.45,   -1.91
15/04/2004,200404,-1.83,-2.19,-2.62,3.61,-2.82,0.08,-5.39,-4.1702,-5.1667,-3.3784,-3.8621,-6.5732,-3.9933,-4.4803,-2.202,-4.346,-8.4811,-1.9616,-2.6889,-3.0562,-5.7159,-6.4646,-1.5369,-4.6619,-3.9278,-2.7383,-3.5819,0.2928,-3.18,-3.1705,-2.3682,-0.95,1.1,-6.17,   -3.96,   -0.99
15/05/2004,200405,1.17,-0.38,-0.39,-1.07,-0.09,0.06,1.61,-2.0834,-0.5429,0.2241,-0.6437,0.7762,1.5982,1.3958,1.4342,1.168,3.8113,1.4618,2.3099,2.1228,1.5453,1.7503,1.1512,2.2001,2.6447,1.2713,4.0078,1.3908,1.0838,0.4055,0.5497,0.2759,0.52,3.08,   -0.31,    0.96
15/06/2004,200406,1.86,2.57,1.38,1.04,-0.39,0.08,2.1,1.2525,4.6662,4.2282,3.203,4.1527,3.2209,5.0998,5.8712,5.4196,8.3579,2.2583,4.429,1.7686,2.202,4.8007,1.4785,2.5766,2.4245,3.3098,4.2121,1.4256,1.5192,0.3226,3.2546,2.8803,0.81,5.57,    1.76,    1.31
15/07/2004,200407,-4.06,-3.03,4.1,4.9,-1.64,0.1,-2.29,-12.8248,-7.6021,-6.7661,-5.4728,-4.3147,-8.9644,-8.0432,-6.1548,-4.7865,-4.0441,-8.8699,-5.8152,-3.5269,-2.417,-4.5368,-5.8993,-5.6426,-4.056,-5.847,-1.7922,-4.9471,-1.4857,-0.7905,-1.9455,-1.3866,-6.53,-2.11,   -7.02,   -3.26
15/08/2004,200408,0.08,-1.29,1.03,1.11,-1.42,0.11,-1.55,-1.6345,-0.7219,-0.9757,-1.5499,-1.8232,-4.4099,-1.6407,0.2043,0.338,0.6744,-2.3613,-1.6476,0.953,0.3818,-1.6374,-1.5779,-0.8968,0.4675,0.7631,0.0961,-0.3373,1.6794,1.0412,0.9609,0.1897,-0.83,-1.17,   -1.46,    0.42
15/09/2004,200409,1.6,3.29,-0.25,-1.59,-1.88,0.11,5.24,4.7669,4.2,5.4254,4.1464,3.7401,8.3172,5.5027,5.3655,4.3529,4.0377,4.0683,4.6758,3.494,3.3393,2.6987,2.9943,3.0289,4.6163,3.0395,3.355,0.083,1.4906,1.7894,1.3097,4.1379,0.46,3.74,    3.82,    0.38
15/10/2004,200410,1.43,0.27,-0.62,-0.33,0.41,0.11,-1.52,1.072,2.2403,3.2287,0.492,0.5448,3.6072,3.3071,1.6732,0.0325,2.8321,2.2175,4.1334,1.8194,0.7148,1.1685,3.8119,2.9764,1.1708,1.3778,-0.3649,1.4423,0.6563,3.3593,0.2906,2.249,1.7,0.29,    1.37,    0.88
15/11/2004,200411,4.54,4.15,1.79,-1.07,-0.23,0.15,3.23,10.6961,8.3813,8.1598,7.5578,9.6887,7.406,9.5239,9.1603,9.3319,11.1745,5.8267,6.9985,7.4129,7.0463,9.6137,5.2587,7.1289,7.6156,7.2758,9.3725,3.0463,4.4169,5.727,3.5029,6.1602,2.98,8.17,    8.14,    3.49
15/12/2004,200412,3.43,0,-0.06,-1.19,0.5,0.16,-2.84,5.3548,4.5812,3.9912,3.1161,6.249,3.4253,3.3127,2.4121,2.4124,3.722,5.4351,3.5101,1.581,2.1956,4.4359,4.3358,4.2145,4.1795,5.226,3.0583,3.8094,2.7544,1.4075,5.5346,2.3747,4.65,4.89,    6.44,    3.52
